,A,B,C
2343,冬阴功汤,口感,咖喱蟹
2344,冬阴功汤,口感,咖喱蟹
2345,冬阴功汤,口感,冬阴功汤
2346,冬阴功汤,口感,咖喱蟹
2347,冬阴功汤,口感,菠萝炒饭
2348,冬阴功汤,口感,冬阴功汤
2349,冬阴功汤,口感,冬阴功
2350,冬阴功汤,口感,菠萝饭
2351,冬阴功汤,口感,冬阴功汤
2352,冬阴功汤,口感,咖喱蟹
2353,冬阴功汤,口感,咖喱蟹
2354,冬阴功汤,口感,冬阴功汤
2355,冬阴功汤,口感,咖喱蟹
2356,冬阴功汤,口感,菠萝炒饭
2357,冬阴功汤,口感,冬阴功汤
2358,冬阴功汤,口感,冬阴功
2359,冬阴功汤,口感,菠萝饭
2360,冬阴功汤,口感,冬阴功汤
2361,,,冬瓜蜜
2362,食物,名称,皮蛋瘦肉粥
2363,皮蛋瘦肉粥,口感,黏
2364,食物,名称,面
2365,面,味道,鲜
2366,食物,名称,粥
2367,粥,口感,黏
2368,食物,名称,粥
2369,粥,口感,黏
2370,食物,名称,招牌云吞面
2371,招牌云吞面,味道,鲜
2372,食物,名称,粥
2373,粥,口感,黏
2374,粥,口感,冬瓜蜜
2375,粥,口感,皮蛋瘦肉粥
2376,粥,口感,面
2377,粥,口感,粥
2378,粥,口感,粥
2379,粥,口感,招牌云吞面
2380,粥,口感,粥
2381,粥,口感,冬瓜蜜
2382,粥,口感,皮蛋瘦肉粥
2383,粥,口感,面
2384,粥,口感,粥
2385,粥,口感,粥
2386,粥,口感,招牌云吞面
2387,粥,口感,粥
2388,,,霸王餐
2389,,,钟水饺
2390,食物,名称,青笋片
2391,青笋片,口感,好
2392,青笋片,口感,海底捞
2393,青笋片,口感,海底捞
2394,青笋片,口感,霸王餐
2395,青笋片,口感,霸王餐
2396,青笋片,口感,霸王餐
2397,青笋片,口感,钟水饺
2398,青笋片,口感,青笋片
2399,青笋片,口感,海底捞
2400,青笋片,口感,海底捞
2401,青笋片,口感,霸王餐
2402,青笋片,口感,霸王餐
2403,青笋片,口感,霸王餐
2404,青笋片,口感,钟水饺
2405,青笋片,口感,青笋片
2406,青笋片,口感,海底捞
2407,青笋片,口感,海底捞
2408,青笋片,口感,霸王餐
2409,青笋片,口感,霸王餐
2410,食物,名称,超值披萨
2411,超值披萨,味道,新鲜
2412,超值披萨,味道,不和谐感
2413,超值披萨,口感,番薯味
2414,超值披萨,口感,饱腹感
2415,食物,名称,披萨
2416,披萨,味道,番薯味
2417,披萨,味道,不和谐感
2418,披萨,口感,新鲜
2419,披萨,外形,饱腹感
2420,披萨,外形,长得一样
2421,食物,名称,芝士
2422,芝士,外形,脆脆的
2423,芝士,外形,长得一样
2424,芝士,外形,双层的
2425,食物,名称,披萨
2426,披萨,味道,番薯味
2427,披萨,味道,不和谐感
2428,披萨,口感,新鲜
2429,披萨,外形,饱腹感
2430,披萨,外形,长得一样
2431,食物,名称,披萨
2432,披萨,味道,番薯味
2433,披萨,味道,不和谐感
2434,披萨,口感,新鲜
2435,披萨,外形,饱腹感
2436,披萨,外形,长得一样
2437,食物,名称,披萨
2438,披萨,味道,番薯味
2439,披萨,味道,不和谐感
2440,披萨,口感,新鲜
2441,披萨,外形,饱腹感
2442,披萨,外形,长得一样
2443,食物,名称,中式番薯酱
2444,中式番薯酱,味道,不和谐感
2445,中式番薯酱,味道,新鲜
2446,中式番薯酱,口感,番薯味
2447,中式番薯酱,口感,饱腹感
2448,食物,名称,奥尔良脆鸡披萨
2449,奥尔良脆鸡披萨,味道,番薯味
2450,奥尔良脆鸡披萨,味道,不和谐感
2451,奥尔良脆鸡披萨,口感,新鲜
2452,奥尔良脆鸡披萨,口感,脆脆的
2453,奥尔良脆鸡披萨,口感,饱腹感
2454,食物,名称,小美式
2455,小美式,外形,长得一样
2456,食物,名称,披萨
2457,披萨,味道,番薯味
2458,披萨,味道,不和谐感
2459,披萨,口感,新鲜
2460,披萨,外形,饱腹感
2461,披萨,外形,长得一样
2462,披萨,外形,超值披萨
2463,披萨,外形,披萨
2464,披萨,外形,芝士
2465,披萨,外形,披萨
2466,披萨,外形,披萨
2467,披萨,外形,披萨
2468,披萨,外形,中式番薯酱
2469,披萨,外形,奥尔良脆鸡披萨
2470,披萨,外形,小美式
2471,披萨,外形,披萨
2472,披萨,外形,超值披萨
2473,披萨,外形,披萨
2474,披萨,外形,芝士
2475,披萨,外形,披萨
2476,披萨,外形,披萨
2477,披萨,外形,披萨
2478,披萨,外形,中式番薯酱
2479,披萨,外形,奥尔良脆鸡披萨
2480,披萨,外形,小美式
2481,披萨,外形,披萨
2482,,,川贝雪梨
2483,,,王府豉油
2484,食物,名称,肉汁萝卜
2485,肉汁萝卜,味道,入味
2486,肉汁萝卜,味道,珊瑚蚌
2487,食物,名称,赤豆酒酿圆子
2488,赤豆酒酿圆子,味道,入味
2489,赤豆酒酿圆子,味道,丹桂藕
2490,食物,名称,肉汁萝卜
2491,肉汁萝卜,味道,入味
2492,食物,名称,千层油糕
2493,千层油糕,口感,重
2494,千层油糕,口感,吃了一口吐掉了
2495,千层油糕,口感,葱油豆干
2496,食物,名称,汤
2497,汤,味道,鲜
2498,汤,味道,鲜
2499,汤,口感,鲜
2500,汤,口感,剩了一半
2501,汤,口感,麻辣鸭血
2502,汤,口感,川贝雪梨
2503,汤,口感,竹蔗马蹄水
2504,食物,名称,赤豆酒酿圆子
2505,赤豆酒酿圆子,味道,入味
2506,赤豆酒酿圆子,味道,川贝雪梨
2507,赤豆酒酿圆子,味道,王府豉油
2508,赤豆酒酿圆子,味道,肉汁萝卜
2509,赤豆酒酿圆子,味道,珊瑚蚌
2510,赤豆酒酿圆子,味道,赤豆酒酿圆子
2511,赤豆酒酿圆子,味道,丹桂藕
2512,赤豆酒酿圆子,味道,肉汁萝卜
2513,赤豆酒酿圆子,味道,千层油糕
2514,赤豆酒酿圆子,味道,葱油豆干
2515,赤豆酒酿圆子,味道,汤
2516,赤豆酒酿圆子,味道,麻辣鸭血
2517,赤豆酒酿圆子,味道,川贝雪梨
2518,赤豆酒酿圆子,味道,竹蔗马蹄水
2519,赤豆酒酿圆子,味道,赤豆酒酿圆子
2520,赤豆酒酿圆子,味道,川贝雪梨
2521,赤豆酒酿圆子,味道,王府豉油
2522,赤豆酒酿圆子,味道,肉汁萝卜
2523,赤豆酒酿圆子,味道,珊瑚蚌
2524,赤豆酒酿圆子,味道,赤豆酒酿圆子
2525,赤豆酒酿圆子,味道,丹桂藕
2526,赤豆酒酿圆子,味道,肉汁萝卜
2527,赤豆酒酿圆子,味道,千层油糕
2528,赤豆酒酿圆子,味道,葱油豆干
2529,赤豆酒酿圆子,味道,汤
2530,赤豆酒酿圆子,味道,麻辣鸭血
2531,赤豆酒酿圆子,味道,川贝雪梨
2532,赤豆酒酿圆子,味道,竹蔗马蹄水
2533,赤豆酒酿圆子,味道,赤豆酒酿圆子
2534,,,饺子
2535,,,沙拉
2536,,,
2537,食物,名称,披萨
2538,披萨,味道,正宗
2539,披萨,味道,正宗
2540,食物,名称,美式披萨
2541,美式披萨,味道,正宗
2542,美式披萨,味道,正宗
2543,美式披萨,味道,饺子
2544,美式披萨,味道,沙拉
2545,美式披萨,味道,
2546,美式披萨,味道,披萨
2547,美式披萨,味道,美式披萨
2548,美式披萨,味道,饺子
2549,美式披萨,味道,沙拉
2550,美式披萨,味道,
2551,美式披萨,味道,披萨
2552,美式披萨,味道,美式披萨
2553,食物,名称,男眼镜
2554,男眼镜,口感,不错
2555,食物,名称,开背虾
2556,开背虾,口感,嫩
2557,开背虾,口感,滑
2558,开背虾,外形,油而不腻
2559,开背虾,外形,碧绿翡翠
2560,食物,名称,男眼镜
2561,男眼镜,口感,不错
2562,食物,名称,发糕虾筒
2563,发糕虾筒,口感,入味
2564,发糕虾筒,口感,脆
2565,发糕虾筒,口感,松软
2566,食物,名称,船工鱼
2567,船工鱼,口感,酸酸甜甜
2568,船工鱼,口感,嫩滑
2569,食物,名称,碧绿翡翠
2570,碧绿翡翠,口感,开胃
2571,碧绿翡翠,口感,清爽可口
2572,食物,名称,开背虾
2573,开背虾,口感,嫩
2574,开背虾,口感,滑
2575,开背虾,外形,油而不腻
2576,开背虾,外形,碧绿翡翠
2577,食物,名称,发糕
2578,发糕,口感,松软
2579,发糕,口感,男眼镜
2580,发糕,口感,开背虾
2581,发糕,口感,男眼镜
2582,发糕,口感,发糕虾筒
2583,发糕,口感,船工鱼
2584,发糕,口感,碧绿翡翠
2585,发糕,口感,开背虾
2586,发糕,口感,发糕
2587,发糕,口感,男眼镜
2588,发糕,口感,开背虾
2589,发糕,口感,男眼镜
2590,发糕,口感,发糕虾筒
2591,发糕,口感,船工鱼
2592,发糕,口感,碧绿翡翠
2593,发糕,口感,开背虾
2594,发糕,口感,发糕
2595,食物,名称,嫩豆腐汤
2596,嫩豆腐汤,味道,不错
2597,嫩豆腐汤,味道,喜来稀肉
2598,食物,名称,护心肉
2599,护心肉,味道,甜
2600,护心肉,口感,甜味
2601,护心肉,口感,腻
2602,护心肉,口感,石锅拌饭
2603,护心肉,口感,嫩豆腐汤
2604,护心肉,口感,喜来稀肉
2605,护心肉,口感,护心肉
2606,护心肉,口感,石锅拌饭
2607,护心肉,口感,嫩豆腐汤
2608,护心肉,口感,喜来稀肉
2609,护心肉,口感,护心肉
2610,护心肉,口感,石锅拌饭
2611,食物,名称,吐司
2612,吐司,味道,新
2613,食物,名称,月饼
2614,月饼,味道,新
2615,月饼,味道,吐司
2616,月饼,味道,月饼
2617,月饼,味道,吐司
2618,月饼,味道,月饼
2619,食物,名称,炒饭
2620,炒饭,口感,香
2621,炒饭,外形,颗粒分明
2622,炒饭,外形,颗粒分明
2623,食物,名称,米饭
2624,米饭,外形,金黄色的
2625,米饭,外形,金黄色的
2626,食物,名称,炒饭
2627,炒饭,口感,香
2628,炒饭,外形,颗粒分明
2629,炒饭,外形,颗粒分明
2630,食物,名称,菌菇煎包
2631,菌菇煎包,外形,嚼不动
2632,菌菇煎包,外形,皮厚
2633,食物,名称,小紫薯
2634,小紫薯,口感,香香甜甜
2635,小紫薯,口感,软软糯糯
2636,小紫薯,外形,香香甜甜
2637,小紫薯,外形,好看
2638,食物,名称,一品煲
2639,一品煲,口感,烂烂的
2640,食物,名称,粥
2641,粥,外形,金黄色
2642,食物,名称,咸蛋黄南瓜
2643,咸蛋黄南瓜,味道,干
2644,咸蛋黄南瓜,口感,香
2645,咸蛋黄南瓜,口感,干
2646,咸蛋黄南瓜,口感,炒饭
2647,咸蛋黄南瓜,口感,米饭
2648,咸蛋黄南瓜,口感,炒饭
2649,咸蛋黄南瓜,口感,菌菇煎包
2650,咸蛋黄南瓜,口感,小紫薯
2651,咸蛋黄南瓜,口感,一品煲
2652,咸蛋黄南瓜,口感,粥
2653,咸蛋黄南瓜,口感,咸蛋黄南瓜
2654,咸蛋黄南瓜,口感,炒饭
2655,咸蛋黄南瓜,口感,米饭
2656,咸蛋黄南瓜,口感,炒饭
2657,咸蛋黄南瓜,口感,菌菇煎包
2658,咸蛋黄南瓜,口感,小紫薯
2659,咸蛋黄南瓜,口感,一品煲
2660,咸蛋黄南瓜,口感,粥
2661,咸蛋黄南瓜,口感,咸蛋黄南瓜
2662,食物,名称,泡菜炒五花肉
2663,泡菜炒五花肉,口感,苦味
2664,泡菜炒五花肉,外形,红呼呼
2665,泡菜炒五花肉,外形,红呼呼
2666,泡菜炒五花肉,外形,一个颜色
2667,泡菜炒五花肉,外形,肋排
2668,食物,名称,蜜汁鸡翅
2669,蜜汁鸡翅,味道,独特
2670,蜜汁鸡翅,味道,酸酸甜甜
2671,食物,名称,秘制鸡翅
2672,秘制鸡翅,外形,红呼呼
2673,秘制鸡翅,外形,红呼呼
2674,食物,名称,米饭
2675,米饭,外形,红呼呼
2676,米饭,外形,一个颜色
2677,米饭,外形,红呼呼
2678,食物,名称,年糕玉米
2679,年糕玉米,味道,没有味道
2680,年糕玉米,味道,没带心儿
2681,年糕玉米,口感,入味
2682,年糕玉米,口感,黄黄的
2683,年糕玉米,口感,脆
2684,年糕玉米,外形,带心儿
2685,年糕玉米,外形,小小的
2686,年糕玉米,外形,带心儿
2687,年糕玉米,外形,黄黄的
2688,食物,名称,年糕玉米
2689,年糕玉米,味道,没有味道
2690,年糕玉米,味道,没带心儿
2691,年糕玉米,口感,入味
2692,年糕玉米,口感,黄黄的
2693,年糕玉米,口感,脆
2694,年糕玉米,外形,带心儿
2695,年糕玉米,外形,小小的
2696,年糕玉米,外形,带心儿
2697,年糕玉米,外形,黄黄的
2698,食物,名称,泡菜炒五花肉
2699,泡菜炒五花肉,口感,苦味
2700,泡菜炒五花肉,外形,红呼呼
2701,泡菜炒五花肉,外形,红呼呼
2702,泡菜炒五花肉,外形,一个颜色
2703,泡菜炒五花肉,外形,泡菜炒五花肉
2704,泡菜炒五花肉,外形,肋排
2705,泡菜炒五花肉,外形,蜜汁鸡翅
2706,泡菜炒五花肉,外形,秘制鸡翅
2707,泡菜炒五花肉,外形,米饭
2708,泡菜炒五花肉,外形,年糕玉米
2709,泡菜炒五花肉,外形,年糕玉米
2710,泡菜炒五花肉,外形,泡菜炒五花肉
2711,泡菜炒五花肉,外形,泡菜炒五花肉
2712,泡菜炒五花肉,外形,肋排
2713,泡菜炒五花肉,外形,蜜汁鸡翅
2714,泡菜炒五花肉,外形,秘制鸡翅
2715,泡菜炒五花肉,外形,米饭
2716,泡菜炒五花肉,外形,年糕玉米
2717,泡菜炒五花肉,外形,年糕玉米
2718,泡菜炒五花肉,外形,泡菜炒五花肉
2719,食物,名称,玉兰饼
2720,玉兰饼,外形,麻球差不多
2721,食物,名称,蟹粉豆腐
2722,蟹粉豆腐,口感,美味
2723,蟹粉豆腐,口感,清晰可见
2724,蟹粉豆腐,口感,完整的
2725,蟹粉豆腐,外形,下功夫
2726,蟹粉豆腐,外形,清晰可见
2727,蟹粉豆腐,外形,三凤桥
2728,食物,名称,汤螺蛳
2729,汤螺蛳,味道,清淡
2730,汤螺蛳,口感,清淡
2731,汤螺蛳,口感,清淡
2732,食物,名称,酱油红汤底
2733,酱油红汤底,口感,清淡
2734,酱油红汤底,口感,清淡
2735,食物,名称,酱排骨
2736,酱排骨,口感,咸的
2737,酱排骨,口感,软骨
2738,酱排骨,口感,有嚼劲
2739,酱排骨,外形,肥瘦适中
2740,酱排骨,外形,肥瘦适中
2741,酱排骨,外形,鲜肉月饼
2742,酱排骨,外形,西餐
2743,食物,名称,清炒虾仁
2744,清炒虾仁,外形,小
2745,清炒虾仁,外形,小
2746,清炒虾仁,外形,玉兰饼
2747,清炒虾仁,外形,蟹粉豆腐
2748,清炒虾仁,外形,三凤桥
2749,清炒虾仁,外形,汤螺蛳
2750,清炒虾仁,外形,酱油红汤底
2751,清炒虾仁,外形,酱排骨
2752,清炒虾仁,外形,鲜肉月饼
2753,清炒虾仁,外形,西餐
2754,清炒虾仁,外形,清炒虾仁
2755,清炒虾仁,外形,玉兰饼
2756,清炒虾仁,外形,蟹粉豆腐
2757,清炒虾仁,外形,三凤桥
2758,清炒虾仁,外形,汤螺蛳
2759,清炒虾仁,外形,酱油红汤底
2760,清炒虾仁,外形,酱排骨
2761,清炒虾仁,外形,鲜肉月饼
2762,清炒虾仁,外形,西餐
2763,清炒虾仁,外形,清炒虾仁
2764,食物,名称,凉拌木耳
2765,凉拌木耳,口感,甜
2766,凉拌木耳,口感,脆嫩
2767,凉拌木耳,口感,油焖
2768,食物,名称,家常茄子
2769,家常茄子,口感,甜
2770,家常茄子,外形,油腻
2771,家常茄子,外形,油腻
2772,食物,名称,腐竹麦芹
2773,腐竹麦芹,口感,辣
2774,腐竹麦芹,口感,油腻
2775,腐竹麦芹,口感,茶
2776,食物,名称,码头酸汤鱼
2777,码头酸汤鱼,口感,酸辣带田
2778,码头酸汤鱼,外形,嫩
2779,码头酸汤鱼,外形,不大
2780,食物,名称,苗玲酸汤鱼
2781,苗玲酸汤鱼,口感,酸辣带田
2782,苗玲酸汤鱼,外形,嫩
2783,苗玲酸汤鱼,外形,多
2784,苗玲酸汤鱼,外形,四季恋
2785,苗玲酸汤鱼,外形,凉拌木耳
2786,苗玲酸汤鱼,外形,油焖
2787,苗玲酸汤鱼,外形,家常茄子
2788,苗玲酸汤鱼,外形,腐竹麦芹
2789,苗玲酸汤鱼,外形,茶
2790,苗玲酸汤鱼,外形,码头酸汤鱼
2791,苗玲酸汤鱼,外形,苗玲酸汤鱼
2792,苗玲酸汤鱼,外形,四季恋
2793,苗玲酸汤鱼,外形,凉拌木耳
2794,苗玲酸汤鱼,外形,油焖
2795,苗玲酸汤鱼,外形,家常茄子
2796,苗玲酸汤鱼,外形,腐竹麦芹
2797,苗玲酸汤鱼,外形,茶
2798,苗玲酸汤鱼,外形,码头酸汤鱼
2799,苗玲酸汤鱼,外形,苗玲酸汤鱼
2800,苗玲酸汤鱼,外形,四季恋
2801,食物,名称,干蒸烧麦
2802,干蒸烧麦,口感,浓厚紧致
2803,干蒸烧麦,口感,浓厚紧致
2804,干蒸烧麦,口感,牛腩煲
2805,干蒸烧麦,口感,肠粉
2806,干蒸烧麦,口感,干蒸烧麦
2807,干蒸烧麦,口感,牛腩煲
2808,干蒸烧麦,口感,肠粉
2809,干蒸烧麦,口感,干蒸烧麦
2810,干蒸烧麦,口感,牛腩煲
2811,干蒸烧麦,口感,肠粉
2812,食物,名称,料理
2813,料理,外形,精致小巧
2814,食物,名称,三文鱼
2815,三文鱼,味道,新鲜度
2816,三文鱼,味道,新鲜
2817,三文鱼,味道,新鲜的
2818,食物,名称,刺身
2819,刺身,外形,精致小巧
2820,食物,名称,盐烧三文鱼头
2821,盐烧三文鱼头,味道,新鲜度
2822,盐烧三文鱼头,味道,新鲜的
2823,盐烧三文鱼头,外形,新鲜
2824,盐烧三文鱼头,外形,精致小巧
2825,食物,名称,寿司
2826,寿司,外形,精致小巧
2827,食物,名称,白金枪
2828,白金枪,味道,新鲜度
2829,白金枪,味道,新鲜
2830,食物,名称,三文鱼
2831,三文鱼,味道,新鲜度
2832,三文鱼,味道,新鲜
2833,三文鱼,味道,新鲜的
2834,食物,名称,尚品寿司
2835,尚品寿司,外形,精致小巧
2836,食物,名称,甜虾刺身
2837,甜虾刺身,外形,新鲜
2838,甜虾刺身,外形,精致小巧
2839,食物,名称,北极贝
2840,北极贝,味道,新鲜
2841,食物,名称,樱花寿司
2842,樱花寿司,外形,精致小巧
2843,食物,名称,寿司
2844,寿司,外形,精致小巧
2845,寿司,外形,料理
2846,寿司,外形,三文鱼
2847,寿司,外形,刺身
2848,寿司,外形,盐烧三文鱼头
2849,寿司,外形,寿司
2850,寿司,外形,白金枪
2851,寿司,外形,三文鱼
2852,寿司,外形,尚品寿司
2853,寿司,外形,甜虾刺身
2854,寿司,外形,北极贝
2855,寿司,外形,樱花寿司
2856,寿司,外形,寿司
2857,寿司,外形,料理
2858,寿司,外形,三文鱼
2859,寿司,外形,刺身
2860,寿司,外形,盐烧三文鱼头
2861,寿司,外形,寿司
2862,寿司,外形,白金枪
2863,寿司,外形,三文鱼
2864,寿司,外形,尚品寿司
2865,寿司,外形,甜虾刺身
2866,寿司,外形,北极贝
2867,寿司,外形,樱花寿司
2868,寿司,外形,寿司
2869,,,饺子宴
2870,食物,名称,啤酒
2871,啤酒,外形,气派
2872,啤酒,外形,饺子宴
2873,啤酒,外形,宋城千古情
2874,啤酒,外形,饺子宴
2875,啤酒,外形,啤酒
2876,啤酒,外形,饺子宴
2877,啤酒,外形,宋城千古情
2878,啤酒,外形,饺子宴
2879,啤酒,外形,啤酒
2880,啤酒,外形,饺子宴
2881,啤酒,外形,宋城千古情
2882,食物,名称,精品烤鸭
2883,精品烤鸭,外形,精致
2884,食物,名称,海鲜
2885,海鲜,口感,鲜活的
2886,海鲜,口感,鲜活的
2887,食物,名称,烤鸭
2888,烤鸭,外形,不错
2889,烤鸭,外形,精致
2890,烤鸭,外形,一目了然
2891,烤鸭,外形,薄厚均匀
2892,食物,名称,夫妻肺片
2893,夫妻肺片,外形,麻辣味道
2894,夫妻肺片,外形,精致
2895,夫妻肺片,外形,米
2896,食物,名称,全聚德
2897,全聚德,外形,面貌一新
2898,全聚德,外形,显眼
2899,食物,名称,烤鸭店
2900,烤鸭店,外形,精致
2901,食物,名称,传统烤鸭
2902,传统烤鸭,外形,黑
2903,传统烤鸭,外形,黑
2904,食物,名称,全聚德
2905,全聚德,外形,面貌一新
2906,全聚德,外形,显眼
2907,食物,名称,传统烤鸭
2908,传统烤鸭,外形,黑
2909,传统烤鸭,外形,黑
2910,食物,名称,烤鸭
2911,烤鸭,外形,不错
2912,烤鸭,外形,精致
2913,烤鸭,外形,一目了然
2914,烤鸭,外形,薄厚均匀
2915,食物,名称,烤鸭
2916,烤鸭,外形,不错
2917,烤鸭,外形,精致
2918,烤鸭,外形,一目了然
2919,烤鸭,外形,薄厚均匀
2920,食物,名称,海鲜
2921,海鲜,口感,鲜活的
2922,海鲜,口感,鲜活的
2923,食物,名称,香橙萝卜苗儿
2924,香橙萝卜苗儿,口感,麻辣味道
2925,香橙萝卜苗儿,口感,清脆爽口
2926,香橙萝卜苗儿,口感,开胃解腻
2927,香橙萝卜苗儿,外形,酸甜适中
2928,香橙萝卜苗儿,外形,精致
2929,香橙萝卜苗儿,外形,米
2930,食物,名称,麻辣
2931,麻辣,外形,精致
2932,麻辣,外形,精品烤鸭
2933,麻辣,外形,海鲜
2934,麻辣,外形,烤鸭
2935,麻辣,外形,夫妻肺片
2936,麻辣,外形,全聚德
2937,麻辣,外形,烤鸭店
2938,麻辣,外形,传统烤鸭
2939,麻辣,外形,全聚德
2940,麻辣,外形,传统烤鸭
2941,麻辣,外形,烤鸭
2942,麻辣,外形,烤鸭
2943,麻辣,外形,海鲜
2944,麻辣,外形,香橙萝卜苗儿
2945,麻辣,外形,麻辣
2946,麻辣,外形,精品烤鸭
2947,麻辣,外形,海鲜
2948,麻辣,外形,烤鸭
2949,麻辣,外形,夫妻肺片
2950,麻辣,外形,全聚德
2951,麻辣,外形,烤鸭店
2952,麻辣,外形,传统烤鸭
2953,麻辣,外形,全聚德
2954,麻辣,外形,传统烤鸭
2955,麻辣,外形,烤鸭
2956,麻辣,外形,烤鸭
2957,麻辣,外形,海鲜
2958,麻辣,外形,香橙萝卜苗儿
2959,麻辣,外形,麻辣
2960,,,酸汤鱼
2961,,,酸汤鱼
2962,,,酸汤鱼
2963,,,酸汤鱼
2964,,,酸汤鱼
2965,,,酸汤鱼
2966,食物,名称,桃园三结义
2967,桃园三结义,味道,辣
2968,桃园三结义,口感,重辣
2969,桃园三结义,外形,好老
2970,桃园三结义,外形,好老
2971,食物,名称,麻辣牛肉
2972,麻辣牛肉,味道,辣
2973,食物,名称,麻辣牛肉
2974,麻辣牛肉,味道,辣
2975,麻辣牛肉,味道,桃园三结义
2976,麻辣牛肉,味道,麻辣牛肉
2977,麻辣牛肉,味道,麻辣牛肉
2978,麻辣牛肉,味道,桃园三结义
2979,麻辣牛肉,味道,麻辣牛肉
2980,麻辣牛肉,味道,麻辣牛肉
2981,食物,名称,茅屎坑串串
2982,茅屎坑串串,味道,村味十足
2983,茅屎坑串串,外形,变态辣
2984,茅屎坑串串,外形,小
2985,食物,名称,草鸡
2986,草鸡,味道,辣
2987,草鸡,味道,变态辣
2988,草鸡,口感,越吃越辣
2989,草鸡,口感,胃疼
2990,食物,名称,串串
2991,串串,味道,变态辣
2992,串串,外形,村味十足
2993,串串,外形,小
2994,串串,外形,茅屎坑串串
2995,串串,外形,草鸡
2996,串串,外形,串串
2997,串串,外形,茅屎坑串串
2998,串串,外形,草鸡
2999,串串,外形,串串
3000,食物,名称,三丝炒米线
3001,三丝炒米线,口感,清香可口
3002,三丝炒米线,口感,火候好
3003,三丝炒米线,外形,清香可口
3004,三丝炒米线,外形,小
3005,食物,名称,鲜烤花蛤
3006,鲜烤花蛤,口感,清香可口
3007,鲜烤花蛤,口感,火候好
3008,鲜烤花蛤,外形,清香可口
3009,鲜烤花蛤,外形,小
3010,食物,名称,烤培根卷
3011,烤培根卷,外形,小
3012,烤培根卷,外形,烧烤店
3013,食物,名称,手撕羔羊排
3014,手撕羔羊排,口感,不错
3015,手撕羔羊排,外形,好
3016,手撕羔羊排,外形,小
3017,手撕羔羊排,外形,三丝炒米线
3018,手撕羔羊排,外形,鲜烤花蛤
3019,手撕羔羊排,外形,烤培根卷
3020,手撕羔羊排,外形,烧烤店
3021,手撕羔羊排,外形,手撕羔羊排
3022,手撕羔羊排,外形,三丝炒米线
3023,手撕羔羊排,外形,鲜烤花蛤
3024,手撕羔羊排,外形,烤培根卷
3025,手撕羔羊排,外形,烧烤店
3026,手撕羔羊排,外形,手撕羔羊排
3027,食物,名称,番茄牛肉粉
3028,番茄牛肉粉,外形,小
3029,食物,名称,肥牛
3030,肥牛,味道,没入味
3031,肥牛,味道,没味道
3032,食物,名称,麻辣金针菇肥牛粉
3033,麻辣金针菇肥牛粉,味道,没味道
3034,麻辣金针菇肥牛粉,味道,没入味
3035,麻辣金针菇肥牛粉,口感,辣
3036,麻辣金针菇肥牛粉,口感,欠一点火候
3037,麻辣金针菇肥牛粉,口感,管饱
3038,麻辣金针菇肥牛粉,口感,番茄牛肉粉
3039,麻辣金针菇肥牛粉,口感,肥牛
3040,麻辣金针菇肥牛粉,口感,麻辣金针菇肥牛粉
3041,麻辣金针菇肥牛粉,口感,番茄牛肉粉
3042,麻辣金针菇肥牛粉,口感,肥牛
3043,麻辣金针菇肥牛粉,口感,麻辣金针菇肥牛粉
3044,食物,名称,芒果糯米糍
3045,芒果糯米糍,外形,小
3046,食物,名称,香蕉班戟
3047,香蕉班戟,口感,新鲜
3048,香蕉班戟,外形,糊嘴
3049,香蕉班戟,外形,白的
3050,食物,名称,芒果班戟
3051,芒果班戟,口感,新鲜
3052,芒果班戟,外形,糊嘴
3053,芒果班戟,外形,白的
3054,食物,名称,芒果黑糯米
3055,芒果黑糯米,味道,甜甜
3056,芒果黑糯米,味道,酸
3057,芒果黑糯米,外形,甜
3058,芒果黑糯米,外形,小了一份也太少不太够香蕉班戟不如要芒果的了香蕉不太新鲜而且跟奶油在一起很糊嘴不太好吃环境跟其他满记的普遍风格不太一样这家走明亮风很亮堂桌椅都是白的
3059,食物,名称,芒果糯米糍
3060,芒果糯米糍,外形,小
3061,食物,名称,满记
3062,满记,外形,明亮风很亮堂
3063,满记,外形,白的
3064,满记,外形,芒果糯米糍
3065,满记,外形,香蕉班戟
3066,满记,外形,芒果班戟
3067,满记,外形,芒果黑糯米
3068,满记,外形,芒果糯米糍
3069,满记,外形,满记
3070,满记,外形,芒果糯米糍
3071,满记,外形,香蕉班戟
3072,满记,外形,芒果班戟
3073,满记,外形,芒果黑糯米
3074,满记,外形,芒果糯米糍
3075,满记,外形,满记
3076,食物,名称,火锅
3077,火锅,味道,鲜美
3078,火锅,口感,原汁原味
3079,火锅,外形,油油
3080,火锅,外形,大
3081,火锅,外形,大大的
3082,火锅,外形,大圆桌
3083,食物,名称,羊蝎子
3084,羊蝎子,外形,鲜美
3085,羊蝎子,外形,大大的
3086,食物,名称,火锅
3087,火锅,味道,鲜美
3088,火锅,口感,原汁原味
3089,火锅,外形,油油
3090,火锅,外形,大
3091,火锅,外形,大大的
3092,火锅,外形,大圆桌
3093,食物,名称,小点心脆皮香蕉
3094,小点心脆皮香蕉,口感,香甜可口
3095,小点心脆皮香蕉,外形,香甜可口
3096,小点心脆皮香蕉,外形,奶黄包
3097,食物,名称,火锅
3098,火锅,味道,鲜美
3099,火锅,口感,原汁原味
3100,火锅,外形,油油
3101,火锅,外形,大
3102,火锅,外形,大大的
3103,火锅,外形,大圆桌
3104,食物,名称,牛腩哨子
